Name	number
MSTRG.14183.1	3
MSTRG.26026.1	9
MSTRG.5803.3	5
MSTRG.19081.2	3
MSTRG.35538.2	4
MSTRG.12577.3	3
MSTRG.26670.5	8
MSTRG.29809.1	1
MSTRG.29318.4	4
MSTRG.17966.1	2
MSTRG.15272.1	2
MSTRG.27115.1	5
MSTRG.22090.2	15
MSTRG.8815.1	15
MSTRG.18564.4	2
MSTRG.16361.1	3
MSTRG.32327.4	8
MSTRG.6341.12	10
MSTRG.20975.1	28
MSTRG.5049.2	5
MSTRG.7790.1	12
MSTRG.14755.3	13
MSTRG.9904.1	3
MSTRG.7210.1	2
MSTRG.3490.3	7
MSTRG.17450.1	2
MSTRG.6138.2	9
MSTRG.10946.2	7
MSTRG.26962.2	14
MSTRG.15353.6	9
MSTRG.15844.3	3
MSTRG.17767.1	1
MSTRG.16933.3	4
MSTRG.18856.1	5
MSTRG.7871.6	4
MSTRG.16162.1	4
MSTRG.28005.1	1
MSTRG.32619.1	3
MSTRG.32128.4	4
MSTRG.20776.1	2
MSTRG.7591.1	5
MSTRG.25674.2	5
MSTRG.690.2	9
MSTRG.19945.1	16
MSTRG.17251.1	2
MSTRG.5985.3	15
MSTRG.33708.1	3
MSTRG.31014.1	9
MSTRG.8680.1	6
MSTRG.21865.1	4
MSTRG.27297.1	10
MSTRG.3888.8	3
MSTRG.18340.1	2
MSTRG.32103.1	7
MSTRG.8997.1	1
MSTRG.22954.1	2
MSTRG.20260.1	5
MSTRG.7028.2	2
MSTRG.11836.2	6
MSTRG.127.3	4
MSTRG.14040.3	5
MSTRG.3219.1	1
MSTRG.12925.2	5
MSTRG.10231.2	8
MSTRG.7392.1	4
MSTRG.33509.1	1
MSTRG.11320.2	11
MSTRG.26432.11	7
MSTRG.8481.1	4
MSTRG.9206.2	2
MSTRG.27098.1	4
MSTRG.1977.2	2
MSTRG.20832.3	10
MSTRG.6875.3	5
MSTRG.22755.1	2
MSTRG.9570.1	1
MSTRG.17069.2	7
MSTRG.28187.1	3
MSTRG.5270.3	18
MSTRG.19230.1	7
MSTRG.23844.1	9
MSTRG.21150.1	2
MSTRG.29276.1	13
MSTRG.31196.1	3
MSTRG.4109.1	4
MSTRG.24933.1	8
MSTRG.32285.1	1
MSTRG.31751.2	3
MSTRG.21722.3	15
MSTRG.8299.2	6
MSTRG.29077.1	6
MSTRG.22811.3	2
MSTRG.19048.2	5
MSTRG.32086.1	1
MSTRG.9943.3	11
MSTRG.19692.6	4
MSTRG.15239.1	3
MSTRG.25823.1	3
MSTRG.14705.2	7
MSTRG.35869.1	1
MSTRG.33175.1	2
MSTRG.22057.2	4
MSTRG.13680.2	3
MSTRG.16328.1	1
MSTRG.26912.1	3
MSTRG.13100.2	14
MSTRG.34264.1	9
MSTRG.13997.2	15
MSTRG.32658.3	2
MSTRG.35353.1	9
MSTRG.640.1	3
MSTRG.31053.3	3
MSTRG.5935.2	7
MSTRG.6469.1	2
MSTRG.16129.1	11
MSTRG.7067.4	5
MSTRG.11875.4	7
MSTRG.34065.1	2
MSTRG.17218.1	1
MSTRG.10761.1	2
MSTRG.35154.1	6
MSTRG.14887.2	4
MSTRG.24036.2	7
MSTRG.1610.1	3
MSTRG.18307.1	7
MSTRG.30811.1	6
MSTRG.20227.1	2
MSTRG.13282.2	2
MSTRG.1927.1	4
MSTRG.31900.1	3
MSTRG.7359.1	17
MSTRG.21316.1	1
MSTRG.26214.2	13
MSTRG.30828.2	11
MSTRG.17019.1	3
MSTRG.35726.3	12
MSTRG.10562.1	5
MSTRG.8448.1	8
MSTRG.31426.5	2
MSTRG.18108.1	5
MSTRG.1411.1	7
MSTRG.10879.1	12
MSTRG.20028.1	11
MSTRG.9537.1	2
MSTRG.11651.1	14
MSTRG.36044.1	2
MSTRG.2500.1	2
MSTRG.14943.4	5
MSTRG.12740.1	2
MSTRG.11968.1	1
MSTRG.21117.1	2
MSTRG.259.2	5
MSTRG.28709.2	18
MSTRG.35036.6	3
MSTRG.8249.1	2
MSTRG.10363.1	2
MSTRG.22206.1	12
MSTRG.18489.1	4
MSTRG.1792.1	3
MSTRG.17955.2	7
MSTRG.27104.2	2
MSTRG.31718.2	2
MSTRG.30993.1	2
MSTRG.11452.1	9
MSTRG.9338.1	2
MSTRG.2881.1	2
MSTRG.19087.4	11
MSTRG.19578.1	3
MSTRG.15278.3	3
MSTRG.12541.1	2
MSTRG.3970.1	2
MSTRG.22007.1	1
MSTRG.13630.1	4
MSTRG.1593.1	3
MSTRG.2318.2	3
MSTRG.6491.2	7
MSTRG.22651.5	3
MSTRG.7216.3	2
MSTRG.9139.1	2
MSTRG.19379.1	2
MSTRG.4885.4	7
MSTRG.2191.4	4
MSTRG.2682.1	1
MSTRG.21299.1	2
MSTRG.12342.1	17
MSTRG.3771.1	2
MSTRG.22388.1	2
MSTRG.29489.5	5
MSTRG.13431.1	7
MSTRG.4860.1	1
MSTRG.1807.14	4
MSTRG.2119.2	3
MSTRG.23477.1	4
MSTRG.12359.2	24
MSTRG.17257.3	10
MSTRG.607.1	4
MSTRG.14520.1	2
MSTRG.3208.2	2
MSTRG.3572.1	1
MSTRG.22189.1	1
MSTRG.4661.1	4
MSTRG.23278.1	2
MSTRG.408.1	19
MSTRG.28176.2	10
MSTRG.30096.2	4
MSTRG.5750.1	1
MSTRG.15990.1	4
MSTRG.24367.1	5
MSTRG.29265.2	2
MSTRG.3653.6	8
MSTRG.20067.3	3
MSTRG.11690.3	2
MSTRG.25456.1	16
MSTRG.14338.2	4
MSTRG.34968.2	4
MSTRG.10038.4	12
MSTRG.7199.3	6
MSTRG.26545.1	1
MSTRG.15427.2	5
MSTRG.23079.1	1
MSTRG.789.1	2
MSTRG.24168.1	2
MSTRG.15791.1	9
MSTRG.27634.1	14
MSTRG.29066.2	12
MSTRG.20639.5	17
MSTRG.23334.3	4
MSTRG.6640.1	7
MSTRG.9377.3	5
MSTRG.16880.1	5
MSTRG.273.1	2
MSTRG.25257.1	13
MSTRG.35541.2	7
MSTRG.12580.3	14
MSTRG.26346.1	5
MSTRG.6657.2	24
MSTRG.35367.5	14
MSTRG.11419.1	2
MSTRG.15592.1	5
MSTRG.27435.1	3
MSTRG.16317.2	9
MSTRG.12508.1	5
MSTRG.16681.1	2
MSTRG.28524.1	3
MSTRG.30444.1	2
MSTRG.35342.2	13
MSTRG.26918.3	2
MSTRG.29613.1	5
MSTRG.26147.1	1
MSTRG.17770.1	3
MSTRG.31533.1	2
MSTRG.27236.1	1
MSTRG.2649.1	3
MSTRG.32622.1	3
MSTRG.7547.2	2
MSTRG.34054.2	2
MSTRG.646.3	9
MSTRG.12309.1	22
MSTRG.28325.1	1
MSTRG.3738.1	13
MSTRG.1044.1	4
MSTRG.32939.1	1
MSTRG.30245.1	1
MSTRG.8145.5	8
MSTRG.35143.2	5
MSTRG.31614.6	11
MSTRG.29414.1	1
MSTRG.31334.1	8
MSTRG.32423.1	5
MSTRG.20580.1	14
MSTRG.21305.2	7
MSTRG.30817.3	6
MSTRG.3539.1	1
MSTRG.33512.1	1
MSTRG.8437.2	3
MSTRG.29795.1	1
MSTRG.1980.2	3
MSTRG.31906.3	8
MSTRG.4137.4	5
MSTRG.4628.1	5
MSTRG.20597.2	3
MSTRG.34601.1	7
MSTRG.33829.1	1
MSTRG.31135.1	1
MSTRG.5506.9	8
MSTRG.28190.1	6
MSTRG.5226.4	14
MSTRG.5717.1	3
MSTRG.3023.1	2
MSTRG.34918.1	4
MSTRG.32224.1	9
MSTRG.9890.1	1
MSTRG.21106.2	7
MSTRG.26584.3	2
MSTRG.6806.1	1
MSTRG.4112.1	5
MSTRG.33313.1	8
MSTRG.9010.2	2
MSTRG.31796.6	5
MSTRG.29596.1	33
MSTRG.1781.2	8
MSTRG.18478.2	8
MSTRG.4429.1	2
MSTRG.20398.2	4
MSTRG.5201.1	2
MSTRG.34402.1	3
MSTRG.14669.1	3
MSTRG.30191.6	3
MSTRG.3104.6	4
MSTRG.5518.1	4
MSTRG.15758.1	1
MSTRG.13064.1	1
MSTRG.29080.1	2
MSTRG.33694.1	4
MSTRG.6607.1	4
MSTRG.16356.4	8
MSTRG.14153.1	8
MSTRG.29397.1	5
MSTRG.34783.1	2
MSTRG.5002.1	3
MSTRG.23665.2	11
MSTRG.34203.1	8
MSTRG.2671.2	7
MSTRG.5899.1	1
MSTRG.19368.2	15
MSTRG.5319.1	2
MSTRG.21288.2	12
MSTRG.15559.1	2
MSTRG.18534.4	8
MSTRG.31572.3	5
MSTRG.4294.1	2
MSTRG.3760.2	3
MSTRG.35698.4	5
MSTRG.33495.1	8
MSTRG.6408.1	8
MSTRG.16648.1	4
MSTRG.34584.1	1
MSTRG.17737.1	2
MSTRG.15043.1	3
MSTRG.35673.1	6
MSTRG.24555.2	3
MSTRG.10700.1	2
MSTRG.29453.3	5
MSTRG.18826.1	1
MSTRG.16132.1	5
MSTRG.20746.1	3
MSTRG.6298.4	4
MSTRG.6789.1	1
MSTRG.4095.1	2
MSTRG.22178.2	3
MSTRG.17221.1	2
MSTRG.16449.1	3
MSTRG.7878.1	2
MSTRG.5184.1	1
MSTRG.21344.4	5
MSTRG.34385.1	2
MSTRG.14890.2	4
MSTRG.17538.1	1
MSTRG.8967.1	3
MSTRG.6273.1	2
MSTRG.35474.1	1
MSTRG.13238.3	2
MSTRG.1930.1	2
MSTRG.4667.3	7
MSTRG.18627.1	2
MSTRG.20547.1	3
MSTRG.7362.1	2
MSTRG.461.2	6
MSTRG.17302.6	5
MSTRG.25445.2	29
MSTRG.30340.5	4
MSTRG.19716.1	1
MSTRG.17022.1	10
MSTRG.7679.1	3
MSTRG.21636.1	2
MSTRG.8451.1	14
MSTRG.26534.2	4
MSTRG.1456.5	18
MSTRG.15416.3	10
MSTRG.18111.1	2
MSTRG.3379.3	7
MSTRG.10882.1	2
MSTRG.22725.1	2
MSTRG.20031.1	1
MSTRG.11607.2	1
MSTRG.8768.1	21
MSTRG.6074.1	2
MSTRG.24928.4	13
MSTRG.15780.2	3
MSTRG.27623.2	2
MSTRG.18708.6	32
MSTRG.18428.1	1
MSTRG.19200.1	11
MSTRG.20348.1	4
MSTRG.9857.1	18
MSTRG.7163.1	16
MSTRG.11971.1	5
MSTRG.23814.1	4
MSTRG.21120.1	2
MSTRG.14128.3	4
MSTRG.28221.5	9
MSTRG.19517.1	11
MSTRG.5557.3	8
MSTRG.8252.1	1
MSTRG.24412.4	2
MSTRG.21437.1	2
MSTRG.29801.2	2
MSTRG.15217.3	5
MSTRG.30949.2	2
MSTRG.8569.1	3
MSTRG.22526.1	3
MSTRG.9341.1	3
MSTRG.16306.3	3
MSTRG.19001.1	2
MSTRG.23615.1	3
MSTRG.9658.1	3
MSTRG.19898.1	5
MSTRG.8333.6	14
MSTRG.22010.1	2
MSTRG.8053.1	4
MSTRG.12861.1	8
MSTRG.24704.1	2
MSTRG.29602.2	8
MSTRG.18293.1	3
MSTRG.1549.2	16
MSTRG.6447.3	10
MSTRG.9422.6	3
MSTRG.9142.1	7
MSTRG.13950.1	2
MSTRG.19382.1	1
MSTRG.2638.2	4
MSTRG.5613.5	14
MSTRG.10184.2	8
MSTRG.23996.1	2
MSTRG.23416.1	1
MSTRG.19699.1	3
MSTRG.32928.2	4
MSTRG.18865.3	3
MSTRG.16171.3	8
MSTRG.24505.1	2
MSTRG.29403.2	7
MSTRG.18094.1	3
MSTRG.4816.2	4
MSTRG.2122.2	9
MSTRG.9223.6	2
MSTRG.31381.13	4
MSTRG.16488.3	4
MSTRG.610.1	3
MSTRG.3211.2	3
MSTRG.19183.1	20
MSTRG.12959.7	3
MSTRG.23797.1	4
MSTRG.927.1	6
MSTRG.28695.2	10
MSTRG.1605.4	6
MSTRG.33590.5	3
MSTRG.30806.4	19
MSTRG.24886.1	1
MSTRG.22192.1	3
MSTRG.13768.2	14
MSTRG.29784.2	10
MSTRG.27090.2	2
MSTRG.18666.3	9
MSTRG.25975.1	1
MSTRG.23281.1	1
MSTRG.411.1	4
MSTRG.17061.3	9
MSTRG.5706.2	5
MSTRG.23598.1	6
MSTRG.24370.1	2
MSTRG.13569.2	4
MSTRG.27662.4	16
MSTRG.24687.1	1
MSTRG.4998.2	5
MSTRG.10041.4	6
MSTRG.25776.1	2
MSTRG.23082.1	9
MSTRG.28751.4	10
MSTRG.792.1	8
MSTRG.62.9	3
MSTRG.212.1	2
MSTRG.10849.1	5
MSTRG.36014.1	1
MSTRG.26865.1	1
MSTRG.24171.1	1
MSTRG.8888.8	8
MSTRG.1207.4	11
MSTRG.33683.2	5
MSTRG.11938.1	9
MSTRG.14142.2	15
MSTRG.27954.1	2
MSTRG.25260.1	7
MSTRG.4799.2	11
MSTRG.19139.10	5
MSTRG.34772.2	1
MSTRG.10333.1	12
MSTRG.593.1	2
MSTRG.17925.2	3
MSTRG.15231.2	17
MSTRG.25577.1	2
MSTRG.30963.1	11
MSTRG.5888.2	10
MSTRG.26666.1	21
MSTRG.15548.2	12
MSTRG.4283.2	13
MSTRG.33484.2	2
MSTRG.11739.1	1
MSTRG.22366.3	6
MSTRG.27755.1	2
MSTRG.25061.1	3
MSTRG.32650.4	10
MSTRG.12828.1	1
MSTRG.10134.1	13
MSTRG.26150.1	2
MSTRG.1563.1	9
MSTRG.17726.2	4
MSTRG.15032.2	12
MSTRG.394.1	11
MSTRG.28844.1	2
MSTRG.32967.4	4
MSTRG.30764.1	16
MSTRG.22621.5	4
MSTRG.5689.2	4
MSTRG.9109.1	1
MSTRG.13917.1	2
MSTRG.11223.1	2
MSTRG.29933.1	3
MSTRG.31853.1	11
MSTRG.31362.4	2
MSTRG.7550.2	10
MSTRG.12312.1	1
MSTRG.5944.4	4
MSTRG.2969.1	14
MSTRG.32942.1	7
MSTRG.10706.3	7
MSTRG.13401.1	6
MSTRG.12629.1	4
MSTRG.17807.7	14
MSTRG.1364.1	1
MSTRG.30565.1	4
MSTRG.22913.2	2
MSTRG.6262.2	7
MSTRG.27320.6	10
MSTRG.13718.1	1
MSTRG.11024.1	2
MSTRG.29734.1	2
MSTRG.2453.1	2
MSTRG.18616.2	6
MSTRG.31654.1	4
MSTRG.20536.2	8
MSTRG.9554.5	10
MSTRG.23511.5	6
MSTRG.12113.1	1
MSTRG.14807.1	33
MSTRG.32532.9	10
MSTRG.17011.2	4
MSTRG.3542.1	22
MSTRG.32743.1	3
MSTRG.8440.2	24
MSTRG.13202.1	2
MSTRG.3859.1	1
MSTRG.1165.1	2
MSTRG.4631.1	2
MSTRG.18100.2	12
MSTRG.33832.1	12
MSTRG.22714.2	18
MSTRG.18997.2	3
MSTRG.4948.1	2
MSTRG.2254.1	2
MSTRG.34921.1	24
MSTRG.12494.1	2
MSTRG.14608.1	2
MSTRG.17392.2	2
MSTRG.8888.14	8
MSTRG.3343.1	1
MSTRG.15295.7	8
MSTRG.13583.1	3
MSTRG.13003.1	2
MSTRG.31710.3	5
MSTRG.4432.1	3
MSTRG.22515.2	9
MSTRG.23049.1	9
MSTRG.2826.3	14
MSTRG.10372.3	6
MSTRG.5521.1	16
MSTRG.34722.1	2
MSTRG.14989.1	4
MSTRG.12295.1	5
MSTRG.24138.1	1
MSTRG.29036.2	9
MSTRG.6610.1	9
MSTRG.5838.1	2
MSTRG.35811.1	2
MSTRG.13384.1	2
MSTRG.18282.2	10
MSTRG.32045.2	4
MSTRG.6927.1	2
MSTRG.4233.1	11
MSTRG.14473.1	4
MSTRG.19371.2	10
MSTRG.5322.1	5
MSTRG.21291.2	2
MSTRG.15562.1	2
MSTRG.1302.8	2
MSTRG.6411.1	2
MSTRG.15879.1	1
MSTRG.13185.1	3
MSTRG.25028.1	17
MSTRG.16160.4	3
MSTRG.16651.1	6
MSTRG.2111.3	2
MSTRG.7500.1	10
MSTRG.16968.1	3
MSTRG.14274.1	3
MSTRG.26117.1	2
MSTRG.3200.3	5
MSTRG.21863.4	6
MSTRG.10745.5	7
MSTRG.12668.3	3
MSTRG.15363.1	2
MSTRG.27206.1	16
MSTRG.6792.1	2
MSTRG.35993.1	3
MSTRG.25109.6	6
MSTRG.8906.1	2
MSTRG.24875.2	5
MSTRG.29773.3	2
MSTRG.16452.1	10
MSTRG.7881.1	6
MSTRG.7301.1	2
MSTRG.23270.2	7
MSTRG.17541.1	1
MSTRG.6229.2	9
MSTRG.10546.5	10
MSTRG.3001.3	4
MSTRG.17858.1	1
MSTRG.27007.1	13
MSTRG.18630.1	1
MSTRG.6593.1	1
MSTRG.20550.1	1
MSTRG.16253.1	11
MSTRG.3018.4	2
MSTRG.18947.1	3
MSTRG.30016.1	9
MSTRG.10521.2	7
MSTRG.20867.1	1
MSTRG.7682.1	15
MSTRG.14647.3	8
MSTRG.781.2	2
MSTRG.26299.1	2
MSTRG.25765.2	12
MSTRG.17342.1	3
MSTRG.31105.1	8
MSTRG.13322.8	14
MSTRG.21956.1	10
MSTRG.8771.1	1
MSTRG.10838.2	3
MSTRG.36003.2	2
MSTRG.27388.1	2
MSTRG.26854.2	3
MSTRG.20631.6	8
MSTRG.18431.1	1
MSTRG.20351.1	17
MSTRG.9860.1	2
MSTRG.11927.2	4
MSTRG.6394.1	3
MSTRG.27943.2	2
MSTRG.19520.1	1
MSTRG.35295.2	5
MSTRG.34761.3	3
MSTRG.7483.1	7
MSTRG.21440.1	2
MSTRG.8208.2	4
MSTRG.30952.2	3
MSTRG.8572.1	6
MSTRG.11411.2	8
MSTRG.27189.1	12
MSTRG.4272.3	14
MSTRG.22846.1	3
MSTRG.9661.1	6
MSTRG.28278.1	2
MSTRG.19601.6	8
MSTRG.30198.1	2
MSTRG.19321.1	2
MSTRG.23935.1	2
MSTRG.21241.1	2
MSTRG.29367.1	9
MSTRG.28833.2	3
MSTRG.3755.5	7
MSTRG.31287.1	4
MSTRG.20169.2	8
MSTRG.22330.1	2
MSTRG.13906.2	18
MSTRG.29922.2	16
MSTRG.2641.2	4
MSTRG.1869.2	5
MSTRG.32376.1	6
MSTRG.31842.2	2
MSTRG.20724.3	2
MSTRG.2958.2	6
MSTRG.28079.1	2
MSTRG.3730.2	6
MSTRG.32931.2	5
MSTRG.29168.1	4
MSTRG.34063.4	21
MSTRG.31088.1	1
MSTRG.13796.5	12
MSTRG.16491.3	7
MSTRG.19139.2	6
MSTRG.32177.1	5
MSTRG.21059.2	7
MSTRG.12682.2	7
MSTRG.25914.1	4
MSTRG.930.1	9
MSTRG.33266.1	3
MSTRG.12999.2	2
MSTRG.16419.1	2
MSTRG.34355.1	4
MSTRG.12119.3	9
MSTRG.30055.3	7
MSTRG.4937.2	7
MSTRG.7912.5	5
MSTRG.35444.1	1
MSTRG.731.1	11
MSTRG.33067.1	4
MSTRG.24690.1	2
MSTRG.34156.1	6
MSTRG.23038.2	2
MSTRG.14661.2	11
MSTRG.17309.1	8
MSTRG.5510.2	6
MSTRG.35245.1	14
MSTRG.15750.2	17
MSTRG.14978.2	5
MSTRG.12284.2	7
MSTRG.24127.2	2
MSTRG.3904.4	4
MSTRG.1701.1	7
MSTRG.30902.1	1
MSTRG.20318.1	3
MSTRG.9336.4	2
MSTRG.24491.1	2
MSTRG.1807.9	4
MSTRG.4502.7	6
MSTRG.22885.3	3
MSTRG.25860.6	5
MSTRG.26305.2	2
MSTRG.25580.1	10
MSTRG.35817.3	5
MSTRG.8539.1	9
MSTRG.22005.4	3
MSTRG.10653.1	2
MSTRG.35046.1	1
MSTRG.15551.2	7
MSTRG.1502.1	10
MSTRG.6980.2	7
MSTRG.11742.1	2
MSTRG.20119.1	9
MSTRG.9628.1	2
MSTRG.16640.2	14
MSTRG.21208.1	2
MSTRG.8023.1	2
MSTRG.12831.1	7
MSTRG.26106.2	5
MSTRG.32970.4	6
MSTRG.10454.1	2
MSTRG.13920.1	3
MSTRG.1392.4	7
MSTRG.1883.1	10
MSTRG.15352.2	7
MSTRG.9429.1	4
MSTRG.11543.1	2
MSTRG.2972.1	3
MSTRG.30204.2	3
MSTRG.21009.1	1
MSTRG.12632.1	9
MSTRG.17530.2	12
MSTRG.35999.3	3
MSTRG.6218.3	2
MSTRG.35419.3	2
MSTRG.13721.1	3
MSTRG.2409.2	9
MSTRG.3887.4	4
MSTRG.1684.1	2
MSTRG.22742.5	6
MSTRG.14810.1	7
MSTRG.4976.4	15
MSTRG.2773.1	19
MSTRG.30005.2	13
MSTRG.17472.12	9
MSTRG.12433.1	12
MSTRG.3862.1	2
MSTRG.22479.1	18
MSTRG.26432.27	2
MSTRG.13522.1	3
MSTRG.4951.1	10
MSTRG.23568.1	9
MSTRG.20340.2	12
MSTRG.11916.3	11
MSTRG.14611.1	3
MSTRG.17348.3	9
MSTRG.10311.3	6
MSTRG.29555.2	5
MSTRG.15700.1	5
MSTRG.3663.1	2
MSTRG.8841.7	27
MSTRG.9095.1	2
MSTRG.25255.4	3
MSTRG.19035.6	6
MSTRG.4752.1	3
MSTRG.7489.3	3
MSTRG.14992.1	6
MSTRG.23369.1	6
MSTRG.588.4	4
MSTRG.17149.3	2
MSTRG.5935.10	4
MSTRG.5841.1	8
MSTRG.24458.1	2
MSTRG.11781.3	21
MSTRG.6930.1	2
MSTRG.25547.1	2
MSTRG.44.1	13
MSTRG.32365.2	9
MSTRG.8062.3	5
MSTRG.14793.1	9
MSTRG.26636.1	1
MSTRG.15518.2	6
MSTRG.15882.1	10
MSTRG.27725.1	7
MSTRG.25031.1	2
MSTRG.24259.1	1
MSTRG.29157.2	3
MSTRG.34543.2	5
MSTRG.6731.1	2
MSTRG.12307.4	5
MSTRG.11582.3	10
MSTRG.25348.1	2
MSTRG.16480.4	5
MSTRG.16971.1	17
MSTRG.364.1	10
MSTRG.19128.3	8
MSTRG.7820.1	1
MSTRG.26437.1	2
MSTRG.3520.3	4
MSTRG.4054.2	15
MSTRG.35458.5	2
MSTRG.15683.1	18
MSTRG.27526.1	4
MSTRG.16772.1	2
MSTRG.165.1	3
MSTRG.28615.1	16
MSTRG.32738.4	3
MSTRG.30535.1	9
MSTRG.29704.1	10
MSTRG.17861.1	1
MSTRG.27010.1	23
MSTRG.26238.1	5
MSTRG.31624.1	2
MSTRG.27327.1	10
MSTRG.18950.1	20
MSTRG.34916.4	4
MSTRG.32222.4	12
MSTRG.20870.1	2
MSTRG.737.3	2
MSTRG.28416.1	8
MSTRG.1135.1	2
MSTRG.33311.4	4
MSTRG.30336.1	2
MSTRG.29505.1	6
MSTRG.31425.1	5
MSTRG.9816.2	3
MSTRG.221.3	10
MSTRG.5516.4	3
MSTRG.32514.1	5
MSTRG.20671.1	2
MSTRG.10087.1	2
MSTRG.28797.1	3
MSTRG.30417.6	9
MSTRG.3139.4	8
MSTRG.19840.1	3
MSTRG.33603.1	2
MSTRG.21760.1	1
MSTRG.8528.2	9
MSTRG.29886.1	2
MSTRG.27192.1	1
MSTRG.18768.2	2
MSTRG.31015.9	10
MSTRG.29306.1	5
MSTRG.4719.1	4
MSTRG.2025.1	2
MSTRG.7203.7	3
MSTRG.31226.1	1
MSTRG.20108.2	5
MSTRG.11731.2	3
MSTRG.28281.1	2
MSTRG.4872.8	9
MSTRG.3114.1	6
MSTRG.6569.15	4
MSTRG.10168.6	7
MSTRG.5808.1	3
MSTRG.32315.1	7
MSTRG.12820.2	5
MSTRG.9981.1	2
MSTRG.28598.1	6
MSTRG.1508.3	16
MSTRG.6406.4	5
MSTRG.4203.1	2
MSTRG.33404.1	3
MSTRG.18849.7	4
MSTRG.8329.2	5
MSTRG.24298.3	3
MSTRG.29687.1	3
MSTRG.20489.2	9
MSTRG.12066.1	1
MSTRG.2961.2	8
MSTRG.28082.1	3
MSTRG.32696.1	2
MSTRG.5118.4	27
MSTRG.5609.1	5
MSTRG.29451.6	5
MSTRG.12621.2	8
MSTRG.15849.1	2
MSTRG.13155.1	2
MSTRG.29171.1	3
MSTRG.18053.2	7
MSTRG.33785.1	1
MSTRG.31091.1	5
MSTRG.4004.1	7
MSTRG.14244.1	10
MSTRG.13710.2	2
MSTRG.29488.1	10
MSTRG.19142.2	5
MSTRG.34874.1	5
MSTRG.32180.1	8
MSTRG.21062.2	9
MSTRG.3296.1	2
MSTRG.32497.1	2
MSTRG.21379.2	14
MSTRG.8194.2	2
MSTRG.4385.1	2
MSTRG.33586.1	1
MSTRG.9283.2	2
MSTRG.2779.3	10
MSTRG.16739.1	3
MSTRG.14045.1	4
MSTRG.8333.10	10
MSTRG.34675.1	2
MSTRG.12439.3	8
MSTRG.17828.1	5
MSTRG.15134.1	3
MSTRG.33350.6	15
MSTRG.3097.1	3
MSTRG.35764.1	2
MSTRG.33070.1	4
MSTRG.16223.1	2
MSTRG.18917.1	6
MSTRG.31464.3	6
MSTRG.6389.4	10
MSTRG.4186.1	7
MSTRG.20837.1	5
MSTRG.23041.2	8
MSTRG.22269.2	9
MSTRG.13892.2	1
MSTRG.17312.1	1
MSTRG.7969.1	9
MSTRG.5275.1	4
MSTRG.34476.1	13
MSTRG.23358.2	10
MSTRG.24130.2	2
MSTRG.15706.3	29
MSTRG.17629.1	3
MSTRG.33642.3	5
MSTRG.8076.7	11
MSTRG.6364.1	4
MSTRG.35565.1	3
MSTRG.24447.2	21
MSTRG.18718.1	4
MSTRG.16024.1	6
MSTRG.31265.3	10
MSTRG.20638.1	7
MSTRG.7453.1	5
MSTRG.25536.2	3
MSTRG.14418.3	4
MSTRG.19807.1	2
MSTRG.17113.1	2
MSTRG.8542.1	2
MSTRG.5076.1	5
MSTRG.23439.7	4
MSTRG.21727.1	1
MSTRG.869.2	4
MSTRG.18202.1	4
MSTRG.8859.1	2
MSTRG.6165.1	3
MSTRG.10973.1	3
MSTRG.22816.1	3
MSTRG.20122.1	2
MSTRG.27714.2	3
MSTRG.2636.5	5
MSTRG.34812.8	4
MSTRG.18519.1	2
MSTRG.4068.6	5
MSTRG.7254.1	3
MSTRG.23905.1	2
MSTRG.21211.1	8
MSTRG.20439.1	2
MSTRG.9948.1	6
MSTRG.16960.2	11
MSTRG.353.2	8
MSTRG.17494.1	4
MSTRG.19608.1	3
MSTRG.22300.1	1
MSTRG.21528.1	2
MSTRG.8343.1	4
MSTRG.15308.3	5
MSTRG.26426.2	3
MSTRG.1839.2	3
MSTRG.18003.1	2
MSTRG.22617.1	2
MSTRG.9432.1	7
MSTRG.26108.10	12
MSTRG.25101.7	6
MSTRG.2928.2	9
MSTRG.5132.3	7
MSTRG.9749.1	2
MSTRG.7055.1	1
MSTRG.23706.1	2
MSTRG.21012.1	6
MSTRG.19989.1	1
MSTRG.17295.1	2
MSTRG.5449.3	7
MSTRG.8144.1	8
MSTRG.12952.1	3
MSTRG.22101.1	5
MSTRG.18384.1	3
MSTRG.22998.1	14
MSTRG.27896.2	18
MSTRG.22418.1	6
MSTRG.9233.1	2
MSTRG.19473.1	11
MSTRG.7627.3	8
MSTRG.21393.1	1
MSTRG.23507.1	4
MSTRG.17096.1	2
MSTRG.3818.2	1
MSTRG.10830.3	6
MSTRG.6022.3	2
MSTRG.29583.5	7
MSTRG.4907.2	7
MSTRG.2213.2	5
MSTRG.18185.1	27
MSTRG.22799.1	2
MSTRG.9805.3	1
MSTRG.701.1	9
MSTRG.19274.1	1
MSTRG.23888.1	1
MSTRG.21194.1	9
MSTRG.12279.5	3
MSTRG.24486.4	4
MSTRG.24977.1	10
MSTRG.22283.1	4
MSTRG.7492.3	7
MSTRG.23372.1	2
MSTRG.14948.2	15
MSTRG.12254.2	2
MSTRG.32482.12	3
MSTRG.502.1	8
MSTRG.30190.2	2
MSTRG.3103.2	6
MSTRG.19075.1	2
MSTRG.24461.1	3
MSTRG.23689.1	2
MSTRG.8001.3	17
MSTRG.26173.7	10
MSTRG.24778.1	3
MSTRG.22084.1	13
MSTRG.25550.1	2
MSTRG.31596.2	2
MSTRG.20478.3	13
